Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,,
12/31/2017,85193,61849,IL,Champaign-Urbana,Champaign,Homer,14528,108000,-0.002770083,-0.01189387,-0.002770083,,
12/31/2017,79438,48865,MI,Ionia,Ionia,Orleans,14529,136000,0.007407407,0.021021021,0.154499151,,
12/31/2017,74943,38661,MS,Memphis,Marshall,Red Banks,14530,113200,-0.019064125,-0.05033557,0.000884173,,
12/31/2017,62746,12783,NY,,Sullivan,Bethel,14531,118800,0.009345794,0.045774648,0.053191489,,
12/31/2017,84796,61062,IL,Freeport,Stephenson,Pearl City,14532,120600,0.003327787,0.013445378,-0.016313214,,
12/31/2017,94156,83427,ID,Idaho Falls,Bonneville,Idaho Falls,14533,169500,-0.019097222,0.043719212,0.104954368,,
12/31/2017,77900,45896,OH,Wapakoneta,Auglaize,Waynesfield,14534,114600,0,0.013262599,0.041818182,,
12/31/2017,73939,36562,AL,Daphne,Baldwin,Perdido,14535,112200,0.012635379,0.015384615,0.045666356,,
12/31/2017,77179,44443,OH,Youngstown,Mahoning,New Springfield,14536,124300,-0.025862069,-0.046779141,-0.018942384,,
12/31/2017,79525,49033,MI,Battle Creek,Calhoun,Emmett Township,14537,153900,-0.00901481,-0.015984655,0.0125,,
12/31/2017,97338,93562,CA,Riverside,San Bernardino,Trona,14538,80100,0,-0.023170732,0.076612903,,
12/31/2017,80743,51551,IA,Omaha,Mills,Malvern,14539,145600,-0.000686342,0.002064694,0.048236141,,
12/31/2017,62786,12842,NY,,Hamilton,Indian Lake,14540,167100,0.009057971,0.015188335,0.093586387,,
12/31/2017,66739,21036,MD,Baltimore,Howard,Dayton,14541,653500,0.000918977,0.008799012,0.015697855,,
12/31/2017,82809,56354,MN,Alexandria,Douglas,Miltona,14542,242800,-0.01540957,-0.024507834,-0.054885169,,
12/31/2017,91202,76035,TX,Dallas-Fort Worth,Parker,Cresson,14543,305400,0.002297342,0.000655308,0.037716616,,
12/31/2017,62945,13083,NY,Syracuse,Oswego,Boylston,14544,102200,-0.00776699,-0.013513514,0.008884501,,
12/31/2017,98656,96140,CA,Sacramento,Placer,Carnelian Bay,14545,644400,0.010348071,0.031700288,0.129535495,,
12/31/2017,78016,46182,IN,Indianapolis,Shelby,Waldron,14546,112600,-0.016593886,-0.008802817,0.077511962,,
12/31/2017,82099,55089,MN,Red Wing,Goodhue,Welch,14547,310300,0.007140539,0.00616083,0.0532926,,
12/31/2017,82071,55054,MN,Minneapolis-St Paul,Scott,Elko New Market,14548,304100,0,0.005621693,0.031197016,,
12/31/2017,62364,12059,NY,Albany,Albany,Berne,14549,197900,0.006100661,0.015392509,0.032342201,,
12/31/2017,66030,19706,DE,Philadelphia,New Castle,Delaware City,14550,221400,0.05278174,0.127865512,0.398610234,,
12/31/2017,90170,73759,OK,,Grant,Medford,14551,103600,0.000966184,0.002904163,0.165354331,,
12/31/2017,77177,44441,OH,Salem,Columbiana,Negley,14552,128200,-0.00927357,-0.015360983,0.03974047,,
12/31/2017,74140,37059,TN,,Dekalb,Dowelltown,14553,109400,-0.003642987,0.016728625,0.137214137,,
12/31/2017,74604,38037,TN,,Lauderdale,Gates,14554,63500,0.012759171,0.027508091,0.051324503,,
12/31/2017,87188,66451,KS,Topeka,Osage,Lyndon,14555,83100,-0.00240096,-0.001201923,-0.100649351,,
12/31/2017,66660,20842,MD,Washington,Montgomery,Dickerson,14556,375700,0.002936466,0.00777897,0.015131046,,
12/31/2017,73933,36555,AL,Daphne,Baldwin,Foley,14557,192100,-0.012846865,-0.041417166,-0.061553493,,
12/31/2017,67008,21737,MD,Baltimore,Howard,Glenelg,14558,819900,-0.004854958,-0.016552717,0.001465738,,
12/31/2017,64688,16664,PA,,Bedford,South Woodbury Township,14559,140400,-0.001422475,-0.003548616,0.029325513,,
12/31/2017,74844,38482,TN,Nashville,Maury,Santa Fe,14560,174300,-0.007403189,0.055723804,0.224016854,,
12/31/2017,99730,98342,WA,Bremerton,Kitsap,Indianola,14561,397900,-0.004503378,-0.01363411,0.001762336,,
12/31/2017,91347,76271,TX,Sherman,Grayson,Tioga,14562,153000,-0.005847953,-0.02173913,-0.013539652,,
12/31/2017,74133,37050,TN,,Stewart,Cumberland City,14563,90100,0.019230769,0.041618497,0.131909548,,
12/31/2017,75494,40046,KY,Louisville/Jefferson County,Spencer,Mount Eden,14564,171000,0.008254717,0.024565608,0.211048159,,
12/31/2017,94191,83522,ID,,Idaho,Cottonwood,14565,194900,-0.011161847,-0.009654472,0.199384615,,
12/31/2017,63330,13843,NY,,Chenango,Town of New Berlin,14566,89600,0.005611672,0.017026107,0.0628707,,
12/31/2017,86362,64125,MO,Kansas City,Jackson,Kansas City,14567,46000,0.0430839,0.111111111,0.239892183,,
12/31/2017,67985,24102,VA,Roanoke,Franklin,Henry,14568,126000,0.020242915,0.033634126,0.031941032,,
12/31/2017,64849,17017,PA,Sunbury,Northumberland,Lower Mahanoy Township,14569,124600,-0.013460016,-0.024275646,0.00483871,,
12/31/2017,67712,23438,VA,Virginia Beach,Suffolk City,Suffolk,14570,215800,0.004187994,0.012670108,0.054740958,,
12/31/2017,81400,53579,WI,Beaver Dam,Dodge,Reeseville,14571,156700,-0.002546149,-0.001910828,0.105077574,,
12/31/2017,84198,59823,MT,Missoula,Missoula,Bonner,14572,268100,0.01055409,0.002992892,0.048494329,,
12/31/2017,77866,45860,OH,Celina,Mercer,Saint Henry,14573,204000,0.007905138,0.023582539,0.002949853,,
12/31/2017,94345,83847,ID,,Boundary,Bonners Ferry,14574,249900,0.013793103,0.028395062,0.05,,
12/31/2017,81181,53059,WI,Beaver Dam,Dodge,Neosho,14575,217100,0.003698567,0.011649581,0.086043022,,
12/31/2017,60020,5774,VT,Rutland,Rutland,Wells,14576,166800,0.003610108,-0.001795332,-0.011262596,,
12/31/2017,58383,1474,MA,Boston,Middlesex,Town of Townsend,14577,280600,-0.001778726,0.011900469,0.098238748,,
12/31/2017,99077,97107,OR,,Tillamook,Bay City,14578,222600,0.014585232,0.02960222,0.090641842,,
12/31/2017,78873,47971,IN,Lafayette-West Lafayette,Benton,Oxford,14579,79900,0.005031447,0.006297229,0.047182176,,
12/31/2017,62406,12121,NY,Albany,Rensselaer,Town of Schaghticoke,14580,193700,0.017331933,0.040838259,0.043642241,,
12/31/2017,77991,46149,IN,Indianapolis,Hendricks,Lizton,14581,167100,0.0030012,0.028307692,0.036600496,,
12/31/2017,58239,1068,MA,Worcester,Worcester,Oakham,14582,284300,0.007441531,0.018631315,0.059634737,,
12/31/2017,76841,43771,OH,Zanesville,Muskingum,Philo,14583,81000,0.018867925,0.030534351,0.009975062,,
12/31/2017,82541,55985,MN,Rochester,Dodge,West Concord,14584,155200,-0.007672634,-0.002570694,0.001290323,,
12/31/2017,93776,81410,CO,,Delta,Orchard City,14585,206100,0.008317025,0.005856515,0.133663366,,
12/31/2017,80242,50244,IA,Ames,Story,Slater,14586,176800,0.012020607,0.029103609,0.035735208,,
12/31/2017,69237,27208,NC,Durham,Chatham,Bennett,14587,128900,0.001554002,-0.013771997,0.000776398,,
12/31/2017,71213,30572,GA,,Union,Suches,14588,191700,0.004190676,0.002615063,-0.014902364,,
12/31/2017,89439,72201,AR,Little Rock,Pulaski,Little Rock,14589,207700,-0.008118434,-0.017502365,0.010214008,,
12/31/2017,63364,14024,NY,,Wyoming,Eagle,14590,92600,0.008714597,0.002164502,0.031180401,,
12/31/2017,78515,47273,IN,North Vernon,Jennings,Scipio,14591,120300,0.007537688,0.023829787,0.128517824,,
12/31/2017,75553,40177,KY,Elizabethtown,Hardin,West Point,14592,109000,-0.00091659,0.065493646,0.135416667,,
12/31/2017,76485,43045,OH,Columbus,Union,Milford Center,14593,166700,0.002405292,0.023955774,0.012143291,,
12/31/2017,89403,72136,AR,Searcy,White,Romance,14594,127000,0.004746835,-0.004702194,0.107236269,,
12/31/2017,60447,6794,CT,Torrington,Litchfield,Washington,14595,442100,-0.00740907,-0.00740907,0.012365468,,
12/31/2017,68618,25442,WV,Washington,Jefferson,Shenandoah Junction,14596,302000,-0.00330033,-0.01113294,0.014784946,,
12/31/2017,87486,67146,KS,Arkansas City-Winfield,Cowley,Udall,14597,88800,0.001127396,0.018348624,0.088235294,,
12/31/2017,64856,17024,PA,Harrisburg,Perry,Saville,14598,152800,0.009247028,0.007251154,0.03874915,,
12/31/2017,71252,30641,GA,Atlanta,Walton,Good Hope,14599,183300,0.013827434,0.034424379,0.054054054,,
12/31/2017,85360,62240,IL,St. Louis,Saint Clair,East Carondelet,14600,71700,0.049780381,0.089665653,0.108191654,,
12/31/2017,63255,13731,NY,,Delaware,Town of Andes,14601,158000,0.004450095,0.010230179,0.081451061,,
12/31/2017,80721,51526,IA,Omaha,Pottawattamie,Crescent,14602,204700,0.002939735,0.017901542,0.020947631,,
12/31/2017,87716,67671,KS,Hays,Ellis,Victoria,14603,118600,-0.009189641,-0.029459902,-0.06466877,,
12/31/2017,62432,12155,NY,Oneonta,Otsego,Maryland,14604,105900,0.00094518,-0.009354537,0.115911486,,
12/31/2017,59273,3886,NH,,Carroll,Tamworth,14605,176200,0.004561003,0.014392631,0.065940714,,
12/31/2017,74313,37339,TN,,Grundy,Gruetli Laager,14606,69200,0.008746356,0.017647059,0.116129032,,
12/31/2017,59189,3768,NH,Claremont,Grafton,Lyme,14607,380000,0.001845505,0.001845505,-0.017834066,,
12/31/2017,98380,95689,CA,,Amador,Volcano,14608,302400,0.007328448,0.042039972,0.177111717,,
12/31/2017,90408,74450,OK,Muskogee,Muskogee,Oktaha,14609,73900,0,0.01510989,-0.079701121,,
12/31/2017,92762,79009,TX,,Parmer,Bovina,14610,77800,-0.011435832,-0.008917197,0.061391542,,
12/31/2017,62343,12032,NY,Gloversville,Fulton,Caroga,14611,137700,0.001454545,-0.006493506,0.023031204,,
12/31/2017,76960,44046,OH,Cleveland,Geauga,Huntsburg,14612,166000,-0.007770472,-0.017751479,-0.02524956,,
12/31/2017,81345,53517,WI,Madison,Dane,Blue Mounds,14613,298800,0.001676165,0.007757167,0.060326473,,
12/31/2017,62586,12463,NY,,Greene,Palenville,14614,148100,0.008855586,0.020675396,-0.002021563,,
12/31/2017,65254,17929,PA,Pottsville,Schuylkill,Cressona,14615,96000,-0.003115265,-0.015384615,0.114982578,,
12/31/2017,80751,51559,IA,Omaha,Pottawattamie,Neola,14616,161200,0.005614473,0.047433398,0.081153588,,
12/31/2017,77362,44854,OH,Bucyrus,Crawford,New Washington,14617,83500,-0.015330189,-0.015330189,0.05964467,,
12/31/2017,62705,12729,NY,New York,Orange,Deerpark,14618,143400,-0.030425963,-0.043362241,-0.012396694,,
12/31/2017,63249,13694,NY,Ogdensburg,Saint Lawrence,Town of Waddington,14619,110000,0.007326007,0.027077498,-0.033391916,,
12/31/2017,76685,43443,OH,Toledo,Wood,Luckey,14620,132400,-0.003012048,0.009146341,0.004552352,,
12/31/2017,82865,56450,MN,Brainerd,Crow Wing,Garrison,14621,136400,0.01715138,0.046815042,0.033333333,,
12/31/2017,83066,57003,SD,Sioux Falls,Minnehaha,Baltic,14622,185200,0.019262521,0.038116592,0.088771311,,
12/31/2017,82500,55936,MN,Austin,Mower,Grand Meadow,14623,123300,0.011484824,0.024937656,0.10881295,,
12/31/2017,62848,12935,NY,Plattsburgh,Clinton,Town of Altona,14624,95700,0.008429926,0.024625268,0.076490439,,
12/31/2017,66672,20860,MD,Washington,Montgomery,Sandy Spring,14625,547000,-0.002188982,0.006995582,-0.039676966,,
12/31/2017,59355,4085,ME,Portland,Cumberland,Standish,14626,220200,0.017560074,0.055608821,0.104312939,,
12/31/2017,67523,23084,VA,Charlottesville,Fluvanna,Kents Store,14627,214000,-0.000467071,-0.002795899,0.065737052,,
12/31/2017,82095,55084,MN,Minneapolis-St Paul,Chisago,Taylors Falls,14628,192200,0.003131524,0.029459025,0.056624519,,
12/31/2017,87447,67067,KS,Wichita,Sedgwick,Kechi,14629,181400,0.003873824,0.006100943,0.000551572,,
12/31/2017,63564,14507,NY,Rochester,Yates,Middlesex,14630,135000,0.017332329,0.047323507,0.069730586,,
12/31/2017,63837,15019,PA,Pittsburgh,Washington,Smith Township,14631,137200,-0.018597997,-0.00867052,0.008823529,,
12/31/2017,85526,62510,IL,Taylorville,Christian,Assumption,14632,76800,-0.005181347,0.003921569,0.136094675,,
12/31/2017,62850,12937,NY,Malone,Franklin,Fort Covington,14633,72300,0.011188811,0.022630835,-0.071887035,,
12/31/2017,78240,46745,IN,Fort Wayne,Allen,Hoagland,14634,139800,0.00286944,0.004310345,0.04095309,,
12/31/2017,87611,67480,KS,,Dickinson,Solomon,14635,104800,-0.010387158,-0.002854424,-0.008514664,,
12/31/2017,80967,52352,IA,Cedar Rapids,Linn,Walker,14636,165100,-0.009003601,-0.00959808,0.073472042,,
12/31/2017,61052,8326,NJ,Atlantic City,Atlantic,Buena,14637,135800,0.005181347,-0.02020202,-0.081190798,,
12/31/2017,70502,29471,SC,Charleston,Dorchester,Reevesville,14638,139800,0.007930786,-0.016877637,0.017467249,,
12/31/2017,77106,44276,OH,Wooster,Wayne,Sterling,14639,162500,-0.006723716,0.009944065,0.089872569,,
12/31/2017,84035,59412,MT,Great Falls,Cascade,Belt,14640,179400,0.008998875,0.021640091,0.023972603,,
12/31/2017,65475,18435,PA,New York,Pike,Lackawaxen,14641,153100,0.00327654,0.019986676,0.037966102,,
12/31/2017,70692,29726,SC,Charlotte,York,Mc Connells,14642,156400,0.03782349,0.08989547,0.061778683,,
12/31/2017,84736,60955,IL,,Iroquois,Onarga,14643,83400,0.006031363,0.00968523,-0.093478261,,
12/31/2017,78391,46991,IN,Marion,Grant,Van Buren,14644,73400,0.026573427,0.079411765,0.09715994,,
12/31/2017,85840,62984,IL,,Gallatin,Shawneetown,14645,79200,-0.008760951,-0.023427867,0.107692308,,
12/31/2017,64378,15940,PA,Johnstown,Cambria,Allegheny Township,14646,135300,0.004454343,0.015765766,-0.077709611,,
12/31/2017,76974,44064,OH,Cleveland,Geauga,Montville,14647,160800,-0.004950495,-0.008631319,-0.024863554,,
12/31/2017,94627,84645,UT,Provo,Juab,Mona,14648,371800,0.006224628,-0.007209613,0.070852535,,
12/31/2017,66545,20675,MD,Washington,Charles,Pomfret,14649,302400,0.000993049,0.004985045,0.072340426,,
12/31/2017,78337,46917,IN,Lafayette-West Lafayette,Carroll,Camden,14650,92900,0.05209513,0.117930205,0.142681427,,
12/31/2017,82710,56229,MN,Marshall,Lyon,Cottonwood,14651,129100,-0.009969325,-0.016755522,-0.025660377,,
12/31/2017,81710,54469,WI,Wisconsin Rapids-Marshfield,Wood,Port Edwards,14652,98300,0.020768432,0.047974414,0.156470588,,
12/31/2017,76457,43009,OH,Urbana,Champaign,Cable,14653,153600,-0.000650618,0.025367156,0.121167883,,
12/31/2017,59307,4020,ME,Portland,York,Cornish,14654,197700,0.04107425,0.066343042,0.188100962,,
12/31/2017,98494,95942,CA,Chico,Butte,Forest Ranch,14655,287800,0.00840925,0.016242938,0.059256533,,
12/31/2017,77877,45871,OH,Wapakoneta,Auglaize,New Knoxville,14656,142100,0.000704225,0.005661713,0.037226277,,
12/31/2017,62797,12853,NY,Glens Falls,Warren,Johnsburg,14657,140300,-0.002842928,0,-0.053306343,,
12/31/2017,71312,30757,GA,Chattanooga,Dade,Wildwood,14658,95800,0.00524659,-0.003121748,-0.063538612,,
12/31/2017,97904,94973,CA,San Francisco,Marin,Woodacre,14659,850300,0.012020947,0.038217338,0.129966777,,
12/31/2017,79692,49325,MI,Grand Rapids,Barry,Freeport,14660,153200,0.006570302,0.014569536,0.067595819,,
12/31/2017,67027,21767,MD,Hagerstown,Washington,Maugansville,14661,165200,0.000605694,0.024813896,0.088274045,,
12/31/2017,81196,53078,WI,Beaver Dam,Dodge,Rubicon,14662,234600,0.003421728,0.005572225,0.064428312,,
12/31/2017,94343,83845,ID,,Boundary,Moyie Springs,14663,228000,0.013333333,0.035892776,0.105722599,,
12/31/2017,58336,1341,MA,Greenfield Town,Franklin,Conway,14664,271300,-0.002206694,0.004071058,0.005187106,,
12/31/2017,74331,37360,TN,Tullahoma,Coffee,Normandy,14665,179700,0.002230898,0.012965051,0.069006544,,
12/31/2017,65623,18854,PA,Sayre,Bradford,Wysox,14666,131800,-0.005283019,-0.003025719,-0.066572238,,
12/31/2017,62929,13063,NY,Syracuse,Onondaga,Town of Fabius,14667,167900,0.010836845,0.057971014,0.070108349,,
12/31/2017,70333,29146,SC,Orangeburg,Orangeburg,Springfield,14668,71600,-0.008310249,-0.019178082,0.033189033,,
12/31/2017,59122,3444,NH,Keene,Cheshire,Dublin,14669,274700,0.008443465,0.029610195,0.095731951,,
12/31/2017,62447,12173,NY,Hudson,Columbia,Stuyvesant,14670,170400,0.001175088,0.008880995,0.067669173,,
12/31/2017,73483,35480,AL,Tuscaloosa,Tuscaloosa,Ralph,14671,166000,0.007281553,0.027227723,0.119352664,,
12/31/2017,85065,61570,IL,Peoria,Woodford,Washburn,14672,104200,0.002887392,0.003853565,0.095688749,,
12/31/2017,76940,44010,OH,Ashtabula,Ashtabula,Austinburg,14673,140100,-0.004264392,0.001429593,-0.035123967,,
12/31/2017,63549,14477,NY,Rochester,Orleans,Carlton,14674,129800,-0.002305919,-0.00764526,0.051863857,,
12/31/2017,60419,6750,CT,Torrington,Litchfield,Town of Litchfield,14675,239200,0.020913359,0.042265795,0.050966608,,
12/31/2017,95891,89411,NV,Gardnerville Ranchos,Douglas,Genoa,14676,721900,-0.001383317,0.002360455,-0.004824924,,
12/31/2017,67348,22652,VA,,Shenandoah,Maurertown,14677,209400,-0.005698006,-0.019662921,-0.040769583,,
12/31/2017,67299,22542,VA,,Orange,Rhoadesville,14678,195400,-0.002042901,-0.012133468,0.013485477,,
12/31/2017,81850,54726,WI,Eau Claire,Chippewa,Boyd,14679,133500,-0.017660044,-0.027676621,0.117154812,,
12/31/2017,87818,68031,NE,Fremont,Dodge,Hooper,14680,147200,0.004092769,0.010295127,0.143745144,,
12/31/2017,87584,67443,KS,McPherson,McPherson,Galva,14681,141000,-0.000708717,0.004273504,0.023222061,,
12/31/2017,87431,67050,KS,Wichita,Sedgwick,Garden Plain,14682,159100,0.003152585,-0.004380476,0.021836866,,
12/31/2017,86380,64146,MO,Kansas City,Jackson,Kansas City,14683,154300,0.003250975,0.001948052,0.012467192,,
12/31/2017,78377,46974,IN,Wabash,Wabash,Roann,14684,99200,0.02373581,0.031185031,0.054197662,,
12/31/2017,63398,14065,NY,Olean,Cattaraugus,Freedom,14685,95500,-0.003131524,-0.021516393,-0.004171011,,
12/31/2017,62464,12192,NY,,Greene,New Baltimore,14686,155600,0.014341591,0.02435813,-0.038318912,,
12/31/2017,94349,83851,ID,,Benewah,Plummer,14687,172800,-0.00288517,-0.00575374,0.051734632,,
12/31/2017,82512,55951,MN,Austin,Mower,Le Roy,14688,97300,0.005165289,0.011434511,0.05075594,,
12/31/2017,62421,12140,NY,Albany,Rensselaer,Town of Poestenkill,14689,199300,0.008603239,0.038561751,0.060106383,,
12/31/2017,77184,44450,OH,Youngstown,Trumbull,North Bloomfield,14690,90500,-0.010928962,-0.089537223,-0.109251969,,
12/31/2017,59475,4411,ME,Bangor,Penobscot,Bradley,14691,129900,0.018823529,0.04589372,0.086120401,,
12/31/2017,77237,44620,OH,Canton,Carroll,Dellroy,14692,123600,0.000809717,0.009803922,-0.004029009,,
12/31/2017,85551,62540,IL,Taylorville,Christian,Kincaid,14693,68700,-0.002902758,0.002919708,0.108064516,,
12/31/2017,86876,65617,MO,Springfield,Polk,Brighton,14694,146300,0.008965517,0.025227751,0.060913706,,
12/31/2017,85637,62693,IL,Springfield,Sangamon,Williamsville,14695,142500,0.007067138,0.017857143,0.025917927,,
12/31/2017,79308,48652,MI,,Gladwin,Rhodes,14696,117600,0.00944206,0.056603774,0.179538616,,
12/31/2017,78887,47990,IN,Crawfordsville,Montgomery,Waynetown,14697,94200,0.007486631,0.037444934,0.053691275,,
12/31/2017,79305,48649,MI,Saginaw,Saginaw,Oakley,14698,90900,0.023648649,0.091236495,0.186684073,,
12/31/2017,85122,61736,IL,Bloomington,McLean,Downs,14699,156600,0.013592233,0.02621232,0.081491713,,
12/31/2017,87199,66514,KS,Junction City,Geary,Milford,14700,179100,0.001117943,0.009014085,-0.019704433,,
12/31/2017,77933,46050,IN,Frankfort,Clinton,Kirklin,14701,104000,0.005802708,0.022615536,0.10403397,,
12/31/2017,65460,18415,PA,,Wayne,Damascus,14702,199900,0.039521581,0.075888052,0.148190695,,
12/31/2017,85252,62001,IL,St. Louis,Madison,Alhambra,14703,141900,-0.000704225,-0.007692308,0.025289017,,
12/31/2017,69178,27022,NC,Winston-Salem,Stokes,Lawsonville,14704,115600,-0.010273973,-0.007725322,0.011373578,,
12/31/2017,80211,50210,IA,Des Moines,Warren,New Virginia,14705,161300,0.003109453,-0.009213759,0.046722907,,
12/31/2017,63540,14466,NY,Rochester,Ontario,Richmond,14706,145400,0.013947001,0.055918664,0.093233083,,
12/31/2017,85244,61943,IL,Charleston,Coles,Oakland,14707,74900,-0.00794702,-0.026007802,-0.00794702,,
12/31/2017,85365,62245,IL,St. Louis,Clinton,Germantown,14708,121300,-0.002467105,0.007475083,0.04209622,,
12/31/2017,62878,12974,NY,,Essex,Port Henry,14709,95300,0.008465608,0.020342612,0.069584736,,
12/31/2017,77598,45337,OH,Dayton,Miami,Laura,14710,131700,-0.007535795,-0.014958863,0.041106719,,
12/31/2017,84787,61051,IL,,Carroll,Milledgeville,14711,72700,0.002758621,0.011126565,-0.012228261,,
12/31/2017,60834,7847,NJ,New York,Morris,Succasunna,14712,271800,-0.004030781,0.009658247,0.062133646,,
12/31/2017,74109,37023,TN,,Stewart,Big Rock,14713,78600,0.001273885,0.00511509,0.066485753,,
12/31/2017,81665,54416,WI,Shawano,Shawano,Bowler,14714,108700,-0.004578755,0.001843318,0.087,,
12/31/2017,63354,14005,NY,Batavia,Genesee,Town of Alexander,14715,116400,0.004314064,0.006920415,-0.022670025,,
12/31/2017,58771,2462,MA,Boston,Middlesex,Newton,14716,869800,-0.003208801,0.016477738,0.080765408,,
12/31/2017,76663,43406,OH,Toledo,Wood,Bradner,14717,87400,-0.005688282,-0.015765766,-0.07120085,,
12/31/2017,64449,16112,PA,New Castle,Lawrence,Bessemer,14718,78500,0.008997429,0.016839378,0.008997429,,
12/31/2017,64062,15376,PA,Pittsburgh,Washington,Donegal Township,14719,135600,0.022624434,0.035905271,0.022624434,,
12/31/2017,65608,18832,PA,Sayre,Bradford,Monroe Township,14720,124100,-0.005608974,-0.010366826,-0.028191073,,
12/31/2017,58334,1339,MA,Greenfield Town,Franklin,Charlemont,14721,217700,-0.008652095,-0.002748511,0.00787037,,
12/31/2017,81712,54471,WI,Wausau,Marathon,Ringle,14722,186000,-0.000537346,0.013071895,0.090909091,,
12/31/2017,85036,61535,IL,Peoria,Tazewell,Groveland,14723,181200,-0.002202643,0.008347245,0.007786429,,
12/31/2017,76732,43534,OH,,Henry,Mc Clure,14724,113800,-0.000877963,-0.000877963,0.208067941,,
12/31/2017,59140,3467,NH,Keene,Cheshire,Westmoreland,14725,253600,0.000394477,0.0144,0.056226572,,
12/31/2017,71235,30619,GA,Athens,Oglethorpe,Arnoldsville,14726,154400,-0.00834939,-0.003227889,0.067773167,,
12/31/2017,59388,4219,ME,,Oxford,Woodstock,14727,130900,0.043859649,0.141238012,0.186763373,,
12/31/2017,77366,44859,OH,Ashland,Ashland,Nova,14728,156900,-0.012586532,-0.013207547,0.040450928,,
12/31/2017,58339,1344,MA,Greenfield Town,Franklin,Erving,14729,175800,0.000569152,0.017950203,0.006296508,,
12/31/2017,64226,15665,PA,Pittsburgh,Westmoreland,Manor,14730,103500,0.022727273,0.080375783,0.098726115,,
12/31/2017,66966,21668,MD,Baltimore,Queen Annes,Sudlersville,14731,225100,0.015794224,0.04212963,0.083774675,,
12/31/2017,58330,1330,MA,Greenfield Town,Franklin,Ashfield,14732,248400,-0.012718601,-0.017405063,0.005261028,,
12/31/2017,62539,12409,NY,Kingston,Ulster,Woodstock,14733,376500,0.004535752,-0.000796178,0.088464874,,
12/31/2017,76531,43116,OH,Columbus,Pickaway,Commercial Point,14734,232300,-0.003859348,0.000861698,0.037053571,,
12/31/2017,85298,62061,IL,St. Louis,Madison,Marine,14735,138600,-0.002159827,-0.002159827,0.03898051,,
12/31/2017,66947,21649,MD,,Caroline,Marydel,14736,164600,0.008578431,-0.002424242,0.015422579,,
12/31/2017,60957,8067,NJ,Philadelphia,Salem,Oldmans,14737,176400,0.024985474,0.069090909,0.139534884,,
12/31/2017,93395,80444,CO,Denver,Clear Creek,Georgetown,14738,271800,0.002212389,0.010408922,0.099514563,,
12/31/2017,93790,81427,CO,,Ouray,Ouray,14739,309500,-0.018706405,-0.041498916,-0.052067381,,
12/31/2017,59950,5651,VT,Barre,Washington,East Montpelier,14740,290100,0.005545927,0.016112084,0.143026005,,
12/31/2017,82098,55088,MN,Faribault,Rice,Webster,14741,327300,0.000917431,0.009873496,-0.026182684,,
12/31/2017,85339,62215,IL,St. Louis,Clinton,Albers,14742,138200,-0.010737294,-0.020552799,0.030574198,,
12/31/2017,59198,3781,NH,Claremont,Sullivan,Plainfield,14743,248800,-0.005595524,-0.009948269,0.008512363,,
12/31/2017,78701,47619,IN,Evansville,Warrick,Lynnville,14744,118300,0.025129983,0.038630378,0.070588235,,
12/31/2017,74893,38582,TN,Cookeville,Putnam,Silver Point,14745,155500,-0.004481434,0.005171299,0.094299789,,
12/31/2017,80599,51030,IA,Sioux City,Woodbury,Lawton,14746,207700,-0.00383693,0.005324298,0.104199894,,
12/31/2017,64039,15345,PA,Pittsburgh,Washington,West Bethlehem Township,14747,78700,-0.021144279,-0.015018773,-0.041412911,,
12/31/2017,63802,14880,NY,,Allegany,Scio,14748,59700,0.010152284,0.03826087,-0.074418605,,
12/31/2017,81137,53006,WI,Beaver Dam,Dodge,Brownsville,14749,187000,0.001606856,0.012452626,0.109134045,,
12/31/2017,59221,3823,NH,Boston,Strafford,Madbury,14750,380200,0.005288207,0.02673508,0.05114736,,
12/31/2017,63621,14591,NY,,Wyoming,Middlebury,14751,105600,0.006673022,0.005714286,-0.017674419,,
12/31/2017,65445,18355,PA,East Stroudsburg,Monroe,Pocono Township,14752,138300,0.006550218,0.018409426,0.1064,,
12/31/2017,74737,38258,TN,,Carroll,Trezevant,14753,58600,-0.001703578,-0.005093379,0.116190476,,
12/31/2017,68008,24138,VA,Blacksburg,Floyd,Pilot,14754,126900,-0.001573564,0.025869038,-0.057206538,,
12/31/2017,63600,14550,NY,,Wyoming,Town of Gainesville,14755,81200,0.003708282,0.016270338,0.075496689,,
12/31/2017,59250,3856,NH,Boston,Rockingham,Newfields,14756,412900,0.005846529,0.014745638,0.023042616,,
12/31/2017,86968,65739,MO,Branson,Taney,Ridgedale,14757,173000,0.030989273,0.073867163,0.04468599,,
12/31/2017,62362,12057,NY,Glens Falls,Washington,White Creek,14758,157400,0.006393862,0.028086218,0.159057437,,
12/31/2017,85859,63013,MO,St. Louis,Franklin,Beaufort,14759,155500,0.04432505,0.08665269,0.158718331,,
12/31/2017,93501,80650,CO,Greeley,Weld,Pierce,14760,208200,0.018590998,0.033763654,0.086071987,,
12/31/2017,84495,60444,IL,Chicago,Grundy,Mazon,14761,175600,0.001711352,0.001711352,0.072039072,,
12/31/2017,70305,29104,SC,Sumter,Sumter,Mayesville,14762,71300,0.014224751,0.012784091,-0.033875339,,
12/31/2017,90557,74852,OK,Shawnee,Pottawatomie,Macomb,14763,91400,-0.002183406,-0.016146394,0.050574713,,
