Name,AU MELBOURNE/WESTPAC CONSUMER SENTIMENT INDEX (JAN EFFECT) SADJ,AU MELBOURNE/WESTPAC CONSUMER SENTIMENT INDEX NADJ,AU NAB BUSINESS SURVEY: CAPACITY UTILISATION SADJ,AU OFFICIAL RESERVE ASSETS CURN,AU AUSTRALIAN $ TO US $ (MTH.AVG.) NADJ,AU AUSTRALIAN $ EFFECTIVE EXCHANGE RATE INDEX NADJ,"AU JP MORGAN TRADE WEIGHTED INDEX AUSTRALIA,REAL,BROAD BASI NADJ",AU MONEY SUPPLY - M1 CURA,AU MONEY SUPPLY - M3 (SEE AUM3...OB) CURA,AU MONEY SUPPLY - BROAD MONEY (SEE AUM6...OB) CURA,AU RBA CASH RATE TARGET NADJ,AU INTERBANK RATE - 3 MONTH (EP) NADJ,AU COMMONWEALTH GOVERNMENT BOND YIELD 10 YEAR (EP) NADJ,AU S&P/ASX 200 (METHODOLOGY BREAK MARCH 2000) NADJ,"AU FIN.INTERMEDIARIES: LENDING-LOAN & ADV,PRIV.SECTOR,BANKS CURN",AU FIN. INTERMEDIARIES: NARROW CREDIT EXCL SECURITISATIONS CURA,AU INFLATION RATE (DS CALCULATED QUARTERLY) NADJ,AU EMPLOYED PERSONS (LFS) VOLA,AU UNEMPLOYMENT LEVEL VOLA,AU UNEMPLOYMENT RATE (LABOUR FORCE SURVEY ESTIMATE) SADJ,AU UNEMPLOYMENT RATE (LABOUR FORCE SURVEY ESTIMATE) NADJ,AU JOB ADVERTISEMENTS VOLA,AU PARTICIPATION RATE (SEASONALLY ADJUSTED) SADJ,AU RETAIL SALES CURA,AU RETAIL SALES (TREND) TRND,AU HOUSING FINANCE: ALL LENDERS-OWNER OCCUPIED HOUSING(NUMBER),AU HOUSE FIN: ALL LENDERS - INVESTMENT HOUSING CURA,AU NEW MOTOR VEHICLES SALES (SA) VOLA,AU BUILDING APPROVALS: NEW HOUSES CURN,AU BUILDING APPROVALS: NEW DWELLING UNITS VOLA,AU NEW BANKRUPTCIES VOLN,AU COMMONWEALTH CASH BALANCE CURN,AU BALANCE OF TRADE IN GOODS & SERVICES (BOP BASIS) CURN,AU EXPORTS OF GOODS & SERVICES (BOP BASIS) CURA,AU IMPORTS OF GOODS & SERVICES (BOP BASIS) CURA,AU MERCHANDISE EXPORTS FOB CURN,AU MERCHANDISE IMPORTS FOB CURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Name,AU POPULATION (MID-YEAR) VOLN
2/15/05,123.1,123.1037281,82.8437805,43891,1.2804,64.4,125.20855,167.417,656.879,734.288,5.25,5.675,5.3978,4173,809.516,1022.727,2.37,9774.206867,523.129666,5.080243,5.7,126860,64.078726,15582.8,15480.5,54999,6422.78,84409,1621248,13486,574,2252,-1482,13603,15941,9503,11123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/05,103.976917,103.976917,82.3962152,47116,1.2718,63.8,125.74788,168.937,659.577,742.772,5.5,5.82,5.6526,4110,815.451,1032.901,2.37,9815.60534,533.468999,5.154751,5.4,128632,64.2986,15537.7,15506.3,55527,6164.3,82178,1732795,13245,588,441,-1914,13618,16062,10452,12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/05,105.8320759,105.8320759,81.5108905,51830,1.2934,64.1,125.92702,169.966,663.075,747.649,5.5,5.6,5.472,3983,825.639,1045.556,2.48,9854.324484,531.176144,5.114594,5.2,131101,64.463261,15408.6,15549.6,55559,6286.54,82896,1675252,13398,555,9992,-1064,15224,16278,11567,12574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/05,114.3978602,114.3978602,82.4994015,55930,1.3062,63.2,126.6756,172.162,670.792,755.294,5.5,5.61,5.2877,4106,835.784,1056.899,2.48,9838.859795,527.560269,5.089127,5.1,132930,64.283407,15590,15601.1,54790,5839.1,82526,2037737,14832,624,1510,-853,15217,16593,12150,12788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/05,111.9399469,111.9399469,82.4572833,56171,1.304,64.5,129.8055,172.425,678.364,765.134,5.5,5.585,5.1405,4278,844.946,1065.853,2.48,9884.782008,514.398011,4.946525,4.8,132750,64.425056,15730.4,15657.9,54777,6064.63,82168,2075880,14579,641,-1146,-1889,14881,16549,11583,12845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/05,107.4958378,107.4958378,82.366737,57183,1.329,64.3,129.3941,174.54,678.494,764.998,5.5,5.55,5.1902,4389,850.123,1074.491,3.09,9899.386438,517.332118,4.966364,4.6,135146,64.451058,15706.7,15713.2,55119,5946.82,82299,1833752,12823,604,6633,-709,15644,16645,12268,12965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/05,115.8347289,115.8347289,82.166782,54089,1.3126,63.3,130.21599,174.292,680.814,770.957,5.5,5.55,5.2187,4447,863.997,1090.428,3.09,9942.83431,513.327022,4.909326,4.7,138484,64.612348,15811,15760.5,55790,5838.07,84159,1969059,12236,675,-3546,-1869,15240,16677,11904,13760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/05,98.924714,98.924714,83.1403466,47154,1.3063,64.7,130.78621,175.22,689.607,780.82,5.5,5.57,5.1864,4641,869.384,1101.984,3.09,9927.678268,522.608388,5.0009,5,139415,64.493551,15804.1,15799.2,57975,6155.24,84357,1804170,12252,729,-5104,-2658,15238,16852,11744,13733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/05,98.1756876,98.1756876,81.6475567,54968,1.3269,63.9,129.93939,175.855,689.074,776.289,5.5,5.555,5.4002,4460,881.942,1113.605,2.82,9932.683658,523.554701,5.007104,4.7,140583,64.446464,15792.9,15833.5,58763,6784.98,79442,1775135,12128,681,10015,-1381,15515,16886,12527,13366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/05,105.8353302,105.8353302,83.0585045,57996,1.3602,63.7,128.53938,176.303,693.226,784.854,5.5,5.565,5.4352,4635,894.416,1124.81,2.82,9945.202725,516.05242,4.932988,4.6,145336,64.393741,15871.5,15880.4,58235,6333.47,82023,1990016,12753,705,-4773,-3181,15695,17821,12131,15129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/05,102.4616108,102.4616108,82.6431811,58957,1.3456,62.7,129.76588,178.673,701.002,791.768,5.5,5.55,5.3465,4763,906.39,1138.158,2.82,9956.937926,531.432452,5.066873,5,148076,64.477008,15934.3,15953.1,57839,6625.87,81644,1564249,12698,593,-2171,-80,16743,17560,14018,13590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/06,106.2412913,111.800376,82.1604298,58217,1.3331,63.4,129.70779,180.001,708.887,798.069,5.5,5.55,5.2035,4930,916.108,1152.714,2.92,9951.300386,541.705084,5.162535,5.7,152727,64.397525,16042.3,16051.3,56925,6432.64,80683,1463530,12865,375,2204,-3075,15578,18107,10808,13348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/06,107.9,110.1685654,81.515428,56127,1.3488,62.6,129.67683,180.85,711.607,805.538,5.5,5.535,5.272,4921,929.624,1168.007,2.92,9991.822166,536.876198,5.09917,5.7,157457,64.508577,16183.3,16168.3,58223,6554.88,80347,1840815,12786,723,2426,-77,16979,17820,12358,12674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/06,111.5206089,111.5206089,82.5627602,61919,1.377,60.8,128.9938,186.401,722.697,817.446,5.5,5.53,5.3413,5130,934.595,1177.438,2.92,10033.70128,512.610419,4.860566,5.1,161796,64.508691,16262.7,16293.6,58807,6797.05,79402,2006038,13058,750,625,-1311,16613,17983,13172,14422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/06,111.4407416,111.4407416,82.1589208,64288,1.3571,62.9,131.79665,186.629,736.545,827.994,5.5,5.705,5.5797,5259,946.308,1190.727,4,10040.639,523.622572,4.956547,5,163123,64.555626,16456.4,16411.6,58637,6604.48,80175,1618673,12634,561,10723,-269,17369,18734,13425,14004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/06,104.3079188,104.3079188,82.5948367,67168,1.3089,63.2,135.65517,187.809,740.725,832.364,5.75,5.79,5.75,5002,956.411,1202.959,4,10069.12496,506.512231,4.789425,4.8,159964,64.562335,16518.4,16517,61645,6801.53,79960,2207881,13323,704,732,-2343,16761,19508,13472,15432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/06,103.8364927,103.8364927,82.6791316,63814,1.3521,62.2,133.21295,189.912,747.499,841.659,5.75,5.915,5.7379,5074,967.193,1214.226,4,10108.57887,510.180683,4.804522,4.7,167236,64.762651,16643.3,16610.6,61219,7122.56,77423,2011026,13474,718,-3568,-1082,18289,19213,14664,15078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/06,107.4411337,107.4411337,82.9741628,68426,1.3288,63.9,135.34114,191.366,753.419,847.839,5.75,6.105,5.834,4986,978.346,1230.974,3.96,10159.81648,495.673482,4.651813,4.3,171510,64.882159,16678.7,16692.8,62858,6708.42,80553,2018093,13874,614,6559,-373,17903,18761,14313,14192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/06,90,90,83.0358628,67027,1.31,63.7,136.42575,191.907,761.447,856.707,6,6.095,5.7733,5115,987.548,1241.266,3.96,10177.53009,503.961734,4.718084,4.5,170333,64.936046,16743.6,16766.3,62135,6606.79,80742,2245404,12812,744,-3639,-891,18032,18558,14302,15216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/06,101.2137249,101.2137249,82.3804718,61752,1.3239,62.6,134.35268,193.708,766.869,866.117,6,6.11,5.6017,5154,994.415,1253.775,3.96,10222.42493,499.970346,4.662861,4.7,171637,65.080221,16818.2,16836,60855,6401.72,81523,2107399,13016,634,-4461,-1919,17851,18999,14000,15044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/06,105.2189314,105.2189314,82.8503511,65127,1.3269,64,134.10725,195.952,777.847,875.233,6,6.28,5.665,5384,1005.976,1263.189,3.34,10195.45105,475.533953,4.456327,4.2,179506,64.666918,16989.5,16917.4,60635,6168.19,81796,2029563,12136,623,6611,-2349,18121,19769,14646,16341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/06,95,95,82.5519391,65396,1.2946,64.5,135.16451,199.305,783.034,883.001,6.25,6.295,5.5995,5482,1018.327,1277.379,3.34,10225.67054,483.257304,4.512658,4.2,179896,64.795543,17000.7,17022.1,60348,6332.22,81966,2208374,12909,653,4559,-1960,17884,18725,13896,15694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/06,106.2,106.2,82.5530004,69605,1.2724,64.9,135.43108,202.106,792.229,889.773,6.25,6.335,5.6966,5670,1026.273,1291.198,3.34,10281.92786,491.865351,4.565387,4.5,189309,65.086414,17048.6,17142.4,59645,6653.87,81872,1664019,12643,638,-521,-644,17885,19530,14697,14644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/07,109.6,114,82.1433094,76781,1.2775,63.8,135.33629,203.204,798.817,899.015,6.25,6.3,5.8776,5773,1038.779,1306.582,2.49,10269.76004,490.254741,4.556265,5,194499,64.87113,17235.8,17266.4,59365,6840.36,85141,1642809,12709,347,2822,-2918,18036,19683,12625,14541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/07,111.4,113.7,83.3643311,68188,1.2777,64.6,134.67186,206.88,813.688,909.701,6.25,6.29,5.8093,5833,1048.533,1320.423,2.49,10306.81505,500.312673,4.629469,5.2,200600,65.023071,17439.9,17384.1,59434,7433.77,86781,1903869,13849,651,3139,-565,18347,19886,13253,14093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/07,115.5,115.5,83.2730357,71257,1.2612,65.9,136.53766,208.734,826.536,921.897,6.25,6.43,5.7368,5995,1057.061,1333.758,2.49,10336.46939,482.140839,4.456588,4.7,205575,64.960466,17667.1,17491.3,60323,7275.51,87762,2088821,12421,729,-479,-1506,17763,19854,13929,15373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/07,115.3052047,115.3052047,83.000392,81509,1.2072,67,142.46429,212.984,837.875,932.093,6.25,6.295,5.9097,6166,1073.263,1352.183,2.1,10365.20748,474.705085,4.379234,4.5,213232,64.992379,17540,17592.4,62612,7328.94,85731,1886861,12993,498,12839,-949,18299,20023,13878,14615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/07,123.94,123.94,83.5258259,84610,1.2116,67,143.39316,211.245,846.976,941.077,6.25,6.27,5.9209,6314,1075.56,1357.6,2.1,10401.71348,462.572207,4.257732,4.3,229929,65.042563,17541.9,17694.8,61710,7776.34,85836,2312488,12639,723,-209,-1242,18350,20145,14700,15636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/07,121.4742394,121.4742394,83.1736318,79682,1.1871,68.9,146.20537,220.824,869.861,966.775,6.25,6.345,6.2048,6275,1097.385,1383.271,2.1,10423.48093,471.045996,4.323694,4.2,230962,65.127699,17817.4,17805.7,62690,9082.14,85941,2122710,13309,633,-475,-2183,17937,20339,13861,15412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/07,120.7913249,120.7913249,83.3950017,80347,1.1532,68.8,147.6284,219.379,881.271,974.928,6.25,6.505,6.1498,6144,1108.265,1398.31,1.85,10445.40329,463.482926,4.248673,3.9,231236,65.109483,17961.7,17933.9,59577,8132.19,88101,2234505,13243,747,7879,-1728,18290,19992,14405,15243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/07,111.0548821,111.0548821,83.6377441,70356,1.2079,66.2,140.6803,222.377,899.77,995.999,6.5,6.855,5.9259,6247,1135.715,1424.162,1.85,10482.68943,471.361187,4.303077,4.1,232617,65.274877,18061.1,18075.5,61772,7975.55,87719,2517189,13055,732,-3540,-2485,18730,20868,14643,16871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/07,115.7192678,115.7192678,83.3152391,52667,1.182,70,142.30725,222.832,912.46,998.738,6.5,6.815,5.9921,6568,1151.606,1446.277,1.85,10512.5315,461.827547,4.208242,4.2,232681,65.29188,18261.5,18210.3,60307,7930.17,87820,2194464,13884,557,-6223,-3076,17915,20670,13740,15572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/07,115.3149841,115.3149841,84.6264291,35984,1.1125,72.2,149.18507,222.481,939.921,1029.143,6.5,6.98,6.1743,6754,1173.419,1468.281,2.89,10503.5782,474.113321,4.31888,4.1,238821,65.204931,18294.9,18316,59719,8023.62,89075,2467565,13816,633,6352,-4722,17376,20752,13689,17378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/07,110.4919657,110.4919657,83.6741062,32718,1.1174,68.9,146.63243,225.512,964.844,1049.993,6.75,7.2,6.0255,6533,1210.588,1502.444,2.89,10558.22398,488.470849,4.421873,4.1,243555,65.507694,18400.8,18383.6,61412,7946.82,90537,2482509,14846,673,-3026,-3793,18359,20871,14081,17440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/07,112.4607518,112.4607518,82.833841,30521,1.1462,68.7,143.81367,226.005,972.719,1060.138,6.75,7.15,6.2076,6340,1227.949,1526.167,2.89,10582.04735,476.208803,4.306364,4.2,250300,65.469395,18472.4,18426.1,60741,7897.51,90355,1929867,14374,598,567,-1720,18827,21673,15582,15699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/08,103.0971743,107.7970455,83.9902391,35831,1.1345,68.3,144.22186,225.877,985.628,1078.128,6.75,7.25,6.0764,5650,1244.868,1546.695,4.27,10616.92564,467.61729,4.218643,4.6,255180,65.475475,18432.4,18448,61909,8286.78,91567,1837979,14575,372,3640,-4411,19459,22283,13422,16875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/08,97.4040463,97.4040463,83.9937842,35278,1.0955,71.8,148.87053,221.351,990.884,1081.78,7,7.39,6.2945,5572,1261.235,1566.937,4.27,10647.98277,440.844194,3.975571,4.5,248336,65.351867,18407.7,18456.2,58424,7878.77,89318,2322014,13812,706,2162,-3052,18699,22635,13614,16607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/08,88.5675307,88.5675307,83.4467037,36342,1.0819,68.9,148.05681,223.011,1002.004,1090.915,7.25,7.89,6.0855,5356,1273.357,1585.381,4.27,10669.52669,451.056687,4.056052,4.3,255452,65.390348,18471.9,18464.7,54727,7111.89,90575,1956557,12468,668,256,-1803,19751,22904,15436,16716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/08,87.4417471,87.4417471,83.9018413,35830,1.0749,70.7,150.33647,220.031,1010.319,1098.858,7.25,7.81,6.1705,5595,1287.23,1601.193,4.45,10707.52252,476.206004,4.258025,4.3,258097,65.648583,18499.1,18478.5,51964,7023.87,90032,2252103,13719,680,13354,-1835,21414,23012,16352,17567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/08,89.7597261,89.7597261,82.6108397,35348,1.0538,72.8,155.51225,220.06,1016.349,1108.343,7.25,7.73,6.355,5655,1299.019,1616.423,4.45,10680.32314,475.21235,4.259879,4.3,252198,65.370727,18523.9,18497.3,47759,6457.43,86916,2374412,13019,780,7321,-1026,21758,24001,17792,18205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/08,84.7272854,84.7272854,82.8627762,35857,1.0515,73.4,156.44984,228.962,1037.564,1128.386,7.25,7.76,6.5868,5215,1322.057,1636.511,4.45,10732.55253,475.718878,4.244355,4.1,247570,65.567218,18388.1,18520.1,46955,6375.8,86930,2291789,13471,761,-561,-983,22205,24065,18101,18135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/08,79.0084359,79.0084359,81.7124398,37351,1.0394,72.2,156.45,234.07,1059.989,1145.419,7.25,7.765,6.3665,4977,1325.734,1646.727,4.98,10749.62324,476.713178,4.246382,3.9,246085,65.545141,18684.4,18545.3,46353,6828.16,84926,2364621,12901,843,7273,-1912,23007,24332,18645,19617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/08,86.1684319,86.1684319,81.8791797,35516,1.1336,67.7,147.32918,235,1071.517,1152.959,7.25,7.27,5.8625,5136,1340.29,1658.795,4.98,10791.62929,451.217823,4.013377,3.9,235313,65.514061,18601.1,18575.5,45755,6216.87,80617,2224342,12423,765,-4554,851,24225,24372,20472,18437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/08,92.205843,92.205843,81.3269794,36037,1.2227,63.4,137.52428,235.237,1089.767,1168.46,7,7.65,5.6459,4601,1361.76,1683.126,4.98,10776.27771,482.223727,4.283196,4.3,230016,65.478152,18528.8,18620.3,44176,6263.68,79953,2091234,11577,867,-6524,-1068,25650,25651,21630,20946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/08,82.028966,82.028966,81.3465743,44889,1.4633,54.7,118.48898,241.78,1105.437,1184.436,6,6.125,5.2152,4018,1379.501,1698.081,3.7,10786.45567,482.816113,4.28436,4.1,218642,65.420921,18699.2,18690.7,45268,6459.67,79540,2141092,11349,847,5454,925,27628,25390,24149,21812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/08,85.5353554,85.5353554,80.5312286,46702,1.5216,54.6,116.27093,229.957,1133.341,1207.967,5.25,4.975,4.9408,3743,1391.791,1705.117,3.7,10778.71427,502.833978,4.457136,4.2,201014,65.372622,18758.6,18787.8,46813,6250.86,73861,1838076,10370,1011,-3623,-301,26168,26038,21870,20887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/08,91.9705498,91.9705498,80.5936257,47528,1.4908,55.6,115.73717,226.579,1132.965,1206.637,4.25,4.525,4.2157,3722,1388.649,1704.861,3.7,10789.45521,516.260583,4.566368,4.4,189249,65.393283,19530.3,18905.8,49458,6247.5,76386,1731157,10263,813,-10325,-354,24157,24947,20858,20142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/09,89.920844,94.9179035,80.035488,47784,1.4842,53.2,115.79129,229.479,1147.4,1223.997,4.25,3.525,4.0858,3541,1393.44,1711.905,2.44,10789.02132,556.795161,4.907493,5.3,168082,65.486527,19469.9,19033,52547,6308.96,75193,1373938,9664,517,-21,-1044,23596,23306,17354,17165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/09,85.7867794,85.7867794,79.4801799,48254,1.5391,54.8,112.85512,232.308,1163.421,1237.664,3.25,3.475,4.253,3345,1398.59,1719.222,2.44,10803.56494,604.406624,5.298108,6,151320,65.706408,19212.1,19156.8,53632,6161.83,73156,1724397,10712,796,-5355,2449,24936,22699,18503,16528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/09,85.582567,85.582567,79.0754837,47329,1.5025,57.4,115.90533,232.313,1143.464,1221.267,3.25,3.775,4.3277,3582,1407.214,1725.716,2.44,10770.46919,652.476991,5.711985,6,140132,65.654187,19717.6,19263.4,57607,6442.32,70953,1924474,10829,1095,-1108,2322,24387,22582,19832,17325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/09,92.7281728,92.7281728,79.2294679,51359,1.3999,58.2,122.17224,233.167,1159.223,1235.926,3,3.48,4.512,3781,1412.425,1731.655,1.42,10793.34833,628.741021,5.504606,5.6,131531,65.553739,19739.9,19353.6,58359,6932.05,71808,1917575,12054,810,-302,-37,21019,21349,16278,16205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/09,88.7690108,88.7690108,79.5192311,52228,1.3066,63.3,127.49335,237.482,1168.148,1240.298,3,3.5,5.0043,3818,1418.3,1735.073,1.42,10772.50431,663.870251,5.804901,5.8,131598,65.540348,19937.8,19425.8,57676,6778.91,75794,2061706,10840,829,-5383,331,19439,20527,15667,14727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/09,100.055306,100.055306,79.2568859,52309,1.2466,64,132.40697,239.075,1180.389,1253.963,3,3.595,5.5567,3955,1432.926,1743.674,1.42,10754.25618,670.246919,5.866749,5.7,121372,65.377325,19836.5,19490.3,57982,7058.9,81135,2268610,12029,812,-6871,-879,19476,20638,15570,15694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/09,109.3943689,109.3943689,80.4649744,53201,1.243,65.7,132.56297,236.494,1184.089,1251.225,3,3.35,5.4878,4244,1442.816,1755.098,1.19,10797.08066,648.665508,5.667306,5.3,119617,65.392762,19592.8,19561.8,56338,6922.56,76461,2427863,12980,876,486,-2226,19380,20936,15293,16723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/09,113.4294623,113.4294623,80.4754964,55454,1.1977,66.3,136.46143,241.43,1187.583,1250.879,3,3.345,5.5333,4479,1458.578,1763.8,1.19,10787.32169,652.904061,5.707091,5.5,122665,65.255475,19659.7,19651.1,55023,7305.97,75868,2439766,12791,733,-4072,-723,18960,20485,15190,15472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/09,119.329599,119.329599,79.9397984,48869,1.1605,68.2,137.3616,240.778,1185.488,1245.484,3,3.345,5.3236,4744,1459.514,1764.476,1.19,10808.29652,647.304825,5.650553,5.6,127995,65.237645,19650.9,19753.4,55733,7199.63,78352,2510558,13872,744,-13152,-2886,20115,21904,15914,17617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/09,121.3536644,121.3536644,81.9665354,48541,1.1034,70.7,141.41057,241.212,1185.913,1246.367,3.25,3.785,5.4502,4643,1470.032,1769.698,2.06,10818.82185,643.810793,5.616605,5.4,128300,65.195097,19758.4,19848.1,54479,7287.14,82243,2712501,13512,772,-241,-2825,19513,21460,15808,17952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/09,118.3203803,118.3203803,81.5135168,45929,1.0872,69.9,141.12103,240.465,1186.674,1248.383,3.5,3.85,5.4667,4701,1473.744,1773.051,2.06,10849.10598,637.531823,5.550204,5.2,133674,65.249061,20128.4,19920.5,50467,7414.04,85628,2592043,14886,747,-7401,-3218,18879,21190,14615,17564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/09,113.7711005,113.7711005,81.4294788,46516,1.1079,69.7,140.34312,236.051,1180.132,1233.149,3.75,3.925,5.4731,4871,1486.224,1785.501,2.06,10888.21036,631.865397,5.484907,5.3,138464,65.356418,19989.3,19967.6,47435,7150.11,89096,2261211,15365,706,-8638,-1885,19764,21958,16532,17628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/10,120.1247394,123.8567131,82.1007093,46586,1.0947,69.2,143.23831,236.362,1185.764,1235.319,3.75,4.24,5.5575,4570,1492.75,1792.189,2.92,10932.22379,607.541897,5.264768,5.7,127428,65.360075,20051.6,19993.3,44392,7154.48,86194,1831398,15392,473,-495,-2179,20502,21838,14656,15361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/10,117.0439461,117.0439461,80.8281031,44336,1.1288,69.5,142.09441,238.862,1196.083,1247.085,3.75,4.095,5.4775,4638,1502.056,1802.4,2.92,10919.13887,610.877521,5.29815,6,148932,65.197236,19892.6,20012.2,44547,7020.51,86065,2408709,15373,827,-7226,-671,20787,22180,14910,15275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/10,117.2938191,117.2938191,81.8811423,41184,1.096,71.7,146.50528,240.944,1211.047,1258.229,4,4.3,5.62,4876,1509.07,1807.669,2.92,10925.70272,626.519923,5.423371,5.7,150998,65.215348,19934.2,20043.9,42617,7114.23,85816,2815703,17178,904,-3083,-1755,20944,22994,16712,18036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/10,116.0787518,116.0787518,81.852189,43977,1.0788,72.5,148.74394,240.856,1215.242,1263.575,4.25,4.5,5.795,4807,1514.75,1815.126,3.12,10936.39907,635.786198,5.494089,5.5,155132,65.255828,20164.3,20107,41393,7304.32,92889,2353526,16052,737,5573,847,23345,22772,18582,17158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/10,107.9630539,107.9630539,81.9979397,42635,1.1537,67.5,142.78181,239.377,1221.749,1265.675,4.5,4.825,5.48,4430,1523.961,1823.865,3.12,10938.5503,602.861709,5.223466,5.2,159697,65.010426,20201,20196.7,42189,7548.99,89022,2524616,14824,914,-5265,2558,24483,23463,20692,17273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/10,101.8558398,101.8558398,81.9153945,43737,1.173,67.3,140.77939,237.303,1233.355,1280.601,4.5,4.825,5.3275,4302,1536.158,1830.628,3.12,10991.85025,596.92816,5.150915,5,162616,65.205231,20275.3,20286.3,41012,7251.91,87071,2602345,14692,848,-13002,2363,25779,23805,21816,17963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/10,113.1156767,113.1156767,82.2220948,47536,1.1416,69.4,141.82591,244.763,1245.804,1288.966,4.5,5.05,5.145,4494,1538.383,1838.287,2.88,11016.38065,614.467318,5.283083,4.9,164002,65.364467,20394.7,20348.2,41689,7065.23,84988,2516884,14965,866,-141,1211,25256,23690,21110,18749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
